Libellé produit,Univers,Nature,Couleurs détectées,Dimensions,embedding,sim_univers,sim_nature,univers_suspect,nature_suspect,Univers suggéré,sim_uni_best,Nature suggérée,sim_nat_best
vidaxl voile ombrage 160 g rouge 3 6x3 6x3 6 pehd,Jardin Loisirs Sport,Parasol,['rouge'],,"[ 0.01323201  0.01047567  0.00742621 ... -0.0565176   0.06750166
  0.03328685]",0.07678423,0.35029048,False,False,Jardin Loisirs Sport,0.1695471554994583,Parasol,0.4996165931224823
lot 2 chaises salle a manger salon cuisine marron fonce helloshop26 1908003,Canapé Salon Séjour,Chaise,['marron'],,"[ 0.04214373 -0.00818279  0.00022472 ... -0.04027693  0.05548329
  0.00606775]",0.4137724,0.49714783,False,False,Canapé Salon Séjour,0.4137724041938782,Chaise,0.5178231596946716
winkel weasy sw8 bouilloire sans fil 2000w 1 8l rouge,Petit Electroménager,Bouilloire,['rouge'],,"[ 0.06012636  0.04029914  0.02792456 ...  0.02727269 -0.00090491
  0.01462068]",0.11326933,0.39379025,False,False,Petit Electroménager,0.21272334456443787,Bouilloire,0.39379024505615234
voiture electrique audi r8 spyder blanche,Enfant Bébé,Véhicule élec enfant,,,"[ 0.00653341  0.01883933 -0.03958727 ...  0.02438257 -0.00039246
 -0.03675347]",-0.05708368,0.37509355,True,False,Petit Electroménager,0.1297212839126587,Véhicule élec enfant,0.375093549489975
lot 6 coupelles venice guzzini,Décoration Textile,Vaisselle,,,"[-0.03287507  0.03667225 -0.02388242 ...  0.00390117 -0.00183282
  0.02778263]",0.11238719,0.24008356,False,False,Décoration Textile,0.2262353003025055,Vaisselle,0.31351104378700256
credence cuisine aluminium total black l60xh70cm,Décoration Textile,Image/affiche/poster,,,"[-0.02618449  0.0046365   0.00303352 ... -0.04825486  0.02425431
  0.00906507]",0.13881463,0.05629756,False,True,Décoration Textile,0.4384600520133972,Pose Encastrable Cuisine,0.5117886066436768
sticker fen tre cendrillon,Décoration Textile,Objet deco,,,"[-0.00328294  0.03723467 -0.0331615  ...  0.01655653  0.08145016
  0.037586  ]",0.25623417,0.17764771,False,False,Décoration Textile,0.25623416900634766,Objet deco,0.47368767857551575
tableau constellation of blaze,Décoration Textile,Toile et laminage,,,"[ 0.00232054  0.01629462 -0.03244202 ...  0.00511021  0.04866718
 -0.04602315]",0.21138674,0.18594065,False,False,Décoration Textile,0.28968971967697144,Toile et laminage,0.36002975702285767
bbq brasero foyer chauffage 3 1 81 x 81 x 45 cm noir materiau acier,Jardin Loisirs Sport,Accessoire Barbecue,"['noir', 'gris']","['81 x 81', '45 cm']","[ 0.01245811  0.00341416 -0.06056544 ... -0.01273578  0.01891259
 -0.00075608]",0.05709678,0.47139606,True,False,Canapé Salon Séjour,0.1638120412826538,Accessoire Barbecue,0.5066015720367432
barre deco table exterieur,Décoration Textile,Objet deco,,,[0.03890244 0.01014416 0.01936209 ... 0.01438159 0.03909958 0.02682707],0.30641732,0.48148477,False,False,Décoration Textile,0.306417316198349,Objet deco,0.6123777627944946
tapis courbe design interieur rectangle regane rouge 120x170,Décoration Textile,Tapis de Salon et Ch,['rouge'],['120x170'],"[ 0.03968902 -0.0335306   0.01204995 ... -0.01868831  0.01803012
 -0.00091705]",0.26081645,0.45881364,False,False,Décoration Textile,0.287863165140152,Tapis de Salon et Ch,0.4588136374950409
commodes coiffeuses armoires joli meuble appoint gris velours 5 29 x 90 x 40 cm,Bureau Rangement,Mini commode,['gris'],"['29 x 90', '40 cm']","[ 0.02995099 -0.00711347  0.04522309 ... -0.03287792  0.0312434
  0.00978144]",0.36355,0.43392092,False,False,Bureau Rangement,0.36355000734329224,Mini commode,0.4989897906780243
casier lavage a couverts 500x500 mm,Gros Electroménager,Accessoire lavage,,['500x500 mm'],"[ 0.02109136 -0.01408385  0.07117651 ... -0.03579023  0.0273352
  0.03832227]",0.22101735,0.4420347,False,False,Gros Electroménager,0.28466784954071045,Accessoire lavage,0.44203469157218933
conteneur pliable textile 36x36x58cm disney mickey,Enfant Bébé,Rangement enfant,,,"[-0.02696821  0.05238635  0.02947409 ... -0.03355868  0.01079314
  0.04561127]",0.23361959,0.3409127,False,False,Enfant Bébé,0.23744919896125793,Rangement enfant,0.40568333864212036
casa table console table appoint industriel metal resistant 50 x 55 x 55 cm noir mat,Canapé Salon Séjour,Table,['noir'],"['50 x 55', '55 cm']","[-0.0243705  -0.00280142  0.02939023 ... -0.02092005  0.01391285
  0.02889001]",0.25786147,0.34597522,False,False,Canapé Salon Séjour,0.29444074630737305,Table,0.44940465688705444
bureau angle etageres multifonctionnel noyer bois metal,Bureau Rangement,Bureau,,,"[-0.0005357  -0.007751   -0.00572915 ...  0.01526702  0.07932302
 -0.05285881]",0.45742983,0.48527977,False,False,Bureau Rangement,0.45742982625961304,Bureau,0.5371173620223999
panier rangement feutrine 28cm gris fonce,Bureau Rangement,Boite de rangement,['gris'],['28cm'],[0.03267806 0.0315045  0.06194451 ... 0.00611574 0.05035258 0.01171317],0.40838397,0.5468146,False,False,Bureau Rangement,0.40838396549224854,Boite de rangement,0.5468146204948425
muza canape angle design simili cuir noir rouge,Canapé Salon Séjour,Canapé d'angle,"['rouge', 'noir']",,"[-0.0078312  -0.00918267 -0.02231013 ... -0.01857621  0.01469014
 -0.00745933]",0.4363637,0.6137133,False,False,Canapé Salon Séjour,0.43636369705200195,Canapé d'angle,0.6137133240699768
lit superpose 3 personnes metal noir 90 x 190 cm 140 x 190 cm trinity,Chambre Literie,Lit adulte,['noir'],"['90 x 190 cm', '140 x 190 cm', '190 cm', '190 cm']","[-0.03362533  0.02376736 -0.02250569 ...  0.00432213  0.00368885
 -0.0012802 ]",0.30164883,0.37060773,False,False,Chambre Literie,0.3016488254070282,Lit adulte,0.4197668433189392
vidaxl bois acacia massif table basse 90 x 50 x 40 cm,Canapé Salon Séjour,Table basse,,"['90 x 50', '40 cm']","[-0.00346226  0.02445199 -0.02495725 ... -0.01076076  0.02378187
 -0.01117335]",0.3283705,0.5688096,False,False,Canapé Salon Séjour,0.32837051153182983,Table basse,0.5688096284866333
lot 2 aleses 60x120 cm blanc,Chambre Literie,Protege matelas,['blanc'],['60x120 cm'],"[ 5.30226668e-03 -4.14221361e-02 -7.22685945e-05 ... -2.78402548e-02
  1.29413465e-02  1.93667561e-02]",0.09851472,0.16213939,False,True,Chambre Literie,0.22337350249290466,Structure et mat bz,0.3193778395652771
muda tapis berbere a relief 200 x 290 cm creme,Décoration Textile,Tapis de Salon et Ch,,"['200 x 290 cm', '290 cm']","[ 0.03210244 -0.00685514  0.01746743 ... -0.06090127 -0.02897852
  0.00632181]",0.23677793,0.51791877,False,False,Décoration Textile,0.2634323835372925,Tapis de Salon et Ch,0.5179187655448914
ble fibre optique freebox 20m00,TV Son Multimédia,access photo video,,,"[ 0.02311154 -0.00172626  0.06632822 ... -0.02330899  0.00737599
 -0.00578113]",0.1694443,0.11096351,False,True,TV Son Multimédia,0.16944429278373718,Reseau sans fil,0.42564916610717773
table chevet table nuit moderne 2 tiroirs karo k2 wenge,Chambre Literie,Chevet,,,"[ 0.03753089  0.04460534  0.02113241 ...  0.06594747 -0.01568019
 -0.03191747]",0.31813335,0.23365308,False,False,Chambre Literie,0.3181333541870117,Chevet,0.4656374156475067
albi 3w commode contemporaine buffet meuble rangement chambre 140x40x76 3 tiroirs 2 portes mobilier finition tendanc,Chambre Literie,Commode,,,"[-0.01121526 -0.0018322   0.00872243 ... -0.01214227  0.01851577
 -0.01925622]",0.35829514,0.2787812,False,False,Chambre Literie,0.3900441527366638,Commode,0.5043050646781921
sublime tables collection mbabane table chevet noir brillant 40 x 30 x 40 cm agglomere,Chambre Literie,Chevet,['noir'],"['40 x 30', '40 cm']","[ 0.03521716  0.00673357  0.00167339 ... -0.02724694 -0.01101425
 -0.0221366 ]",0.23439088,0.2247095,False,False,Chambre Literie,0.2972758412361145,Chevet,0.48756077885627747
giantex table ordinateur industriel 2 etageres rangement ajustable cadre metallique 120 x 60 x 75cm bureau salon,Bureau Rangement,Bureau,,"['120 x 60', '75cm']","[-0.0118079  -0.00906201  0.01449162 ... -0.03312313  0.02836028
  0.03178832]",0.3958083,0.3159483,False,False,Bureau Rangement,0.39580830931663513,Bureau,0.43040555715560913
lot 2 matelas tres epais 29 cm 2 aleses 70x190 tres ferme 7 zones confort noyau poli lattex hr derniere generation,Chambre Literie,Matelas,,"['70x190', '29 cm']","[-1.6848624e-03  2.3888852e-02  1.3363288e-02 ... -8.5616848e-03
 -6.2437281e-03 -6.8619520e-05]",0.37516358,0.48107642,False,False,Chambre Literie,0.37516358494758606,Matelas,0.5535271167755127
r telier 5 velos acier galvanise argent,Jardin Loisirs Sport,Accessoire vélo,"['argenté', 'gris']",,"[ 0.00471781 -0.02046543 -0.01015407 ...  0.0160979   0.00929581
 -0.01784886]",0.08398856,0.4305969,False,False,Jardin Loisirs Sport,0.10629455000162125,Accessoire vélo,0.43059688806533813
abat jour frise etoile d35 cm,Décoration Textile,Abat jour,,,"[ 0.02877026  0.01839564 -0.03289259 ... -0.03469334  0.02524563
  0.00399653]",0.27106574,0.5141473,False,False,Décoration Textile,0.27106574177742004,Abat jour,0.5141472816467285
lit bois imitation ch clair blanc 140x190 li188,Chambre Literie,Lit adulte,['blanc'],['140x190'],"[ 0.02584791  0.0179339   0.00081478 ... -0.03582146 -0.00360294
 -0.0190054 ]",0.4020165,0.4256003,False,False,Chambre Literie,0.4020164906978607,Lit adulte,0.47523826360702515
plaque induction bosch 7400w 59cm pij 611 bb 1 e,Gros Electroménager,Plaque de cuisson,,['59cm'],"[ 0.02363411  0.04871942 -0.01805525 ...  0.02490815  0.0248567
 -0.00989307]",0.21279043,0.51887107,False,False,Gros Electroménager,0.27526140213012695,Plaque de cuisson,0.5188710689544678
telephone mobile samsung galaxy note 10 lite silver,TV Son Multimédia,Smartphone,,,"[-0.02838678  0.03428096  0.00288855 ...  0.01707172 -0.08258592
 -0.01264674]",0.12665898,0.34118766,False,False,TV Son Multimédia,0.12665897607803345,Smartphone,0.34118765592575073
chiffonnier 5 tiroirs blanc beton cire clair spartan 61 x 40 x h 118 cm,Chambre Literie,Chiffonnier,['blanc'],"['61 x 40', '118 cm']","[-0.02250952 -0.01305548  0.00995678 ... -0.02283249  0.01706171
 -0.02454689]",0.20492426,0.40181273,False,False,Chambre Literie,0.34785231947898865,Chiffonnier,0.40181273221969604
meuble tv brico 100 cm blanc mat blanc brillant led bleu,Canapé Salon Séjour,Meuble tv,"['blanc', 'bleu']",['100 cm'],"[ 0.05666593  0.00403471  0.02031833 ... -0.00930858  0.02819015
 -0.00960046]",0.20974003,0.534394,False,False,Canapé Salon Séjour,0.3499598503112793,Meuble tv,0.5453682541847229
rideau a oeillets 135 x 240 cm occultant genesis gris argent,Décoration Textile,Rideau,"['argenté', 'gris']","['135 x 240 cm', '240 cm']","[-0.01570197 -0.02632776  0.03132155 ...  0.00466684  0.02985602
  0.01819936]",0.2065108,0.43022257,False,False,Décoration Textile,0.20651079714298248,Rideau,0.43796849250793457
table basse kivi lot 2 tables basses gigognes scandinave blanc laque mat 98 x 61 h 39 x 48 cm,Canapé Salon Séjour,Table basse,['blanc'],"['98 x 61', '39 x 48 cm', '48 cm']","[ 0.0232983   0.03748157 -0.00681634 ... -0.01431813 -0.00570832
 -0.04053917]",0.18207961,0.46389198,False,False,Canapé Salon Séjour,0.18207961320877075,Table basse,0.46389198303222656
ecouteurs sans fil,TV Son Multimédia,Ecouteurs,,,"[-0.02258614  0.02599499  0.06866559 ...  0.03578738 -0.04301576
 -0.00894182]",0.29203457,0.7268419,False,False,TV Son Multimédia,0.2920345664024353,Ecouteurs,0.726841926574707
auna ds 2 cha hifi platine vinyle lecteur cd usb mp3 sd in tuner fm enceintes 2 voies,TV Son Multimédia,Chaine audio,,,[0.02010131 0.06984516 0.02247295 ... 0.00435434 0.00711873 0.00305607],0.30187523,0.4046473,False,False,TV Son Multimédia,0.3018752336502075,Chaine audio,0.49737241864204407
nordic canape scandinave angle reversible convertible gris fonce,Canapé Salon Séjour,Canapé d'angle,['gris'],,"[ 0.01843409  0.04572371 -0.01138444 ...  0.00663605  0.04181364
 -0.01500032]",0.37196884,0.5404001,False,False,Canapé Salon Séjour,0.3719688355922699,Canapé d'angle,0.5413635969161987
baby price armoire chambre bebe 2 portes new nao,Chambre Literie,Armoire,,,[0.02208545 0.05641809 0.01469593 ... 0.0160513  0.0057404  0.01779647],0.37445545,0.44896942,False,False,Chambre Literie,0.3828405737876892,Armoire,0.5354850888252258
canape convertible ouverture express matelas luc tissu bleu canard,Canapé Salon Séjour,Canape droit,['bleu'],,"[-0.00601359  0.06721476  0.01930119 ...  0.00594251 -0.01099419
 -0.03398091]",0.4038632,0.52400875,False,False,Canapé Salon Séjour,0.40386319160461426,Canape droit,0.5240087509155273
bjorn lot 4 chaises salle a manger simili blanc scandinave 49 x p 56 cm,Canapé Salon Séjour,Chaise,['blanc'],['56 cm'],"[ 0.05961763 -0.01266549 -0.00961331 ... -0.01944098  0.02207682
 -0.0251882 ]",0.2775786,0.40866002,False,False,Canapé Salon Séjour,0.29285740852355957,Chaise,0.44316497445106506
drap housse 90x190cm motifs,Décoration Textile,Drap housse,,['90x190cm'],"[-0.01455492  0.03308706 -0.00251688 ... -0.03759738  0.02826108
 -0.02584304]",0.434219,0.7211907,False,False,Décoration Textile,0.43421900272369385,Drap housse,0.7211906909942627
matelas 90x190 a memoire forme 11 zones differenciees 28cm hauteur modele deluxe,Chambre Literie,Matelas,,"['90x190', '28cm']","[ 0.01159516  0.0188398  -0.00684991 ...  0.01525016 -0.03105248
  0.02148593]",0.382608,0.45139772,False,False,Chambre Literie,0.38260799646377563,Matelas,0.45139771699905396
parure housse couette 240 x 220 cm borneo beige,Décoration Textile,Parure de lit,['beige'],"['240 x 220 cm', '220 cm']","[ 0.01181964  0.05914897 -0.0012368  ... -0.00758408 -0.00583147
 -0.00735193]",0.24526751,0.5469482,False,False,Décoration Textile,0.4243318736553192,Parure de lit,0.6562010049819946
couette blanche 200x200 cm confort toutes saisons intemporel,Chambre Literie,Couette,,['200x200 cm'],"[ 0.04418793  0.01975193  0.00295996 ... -0.00661987  0.02988753
 -0.01333362]",0.35862094,0.60873044,False,False,Chambre Literie,0.35862094163894653,Couette,0.6087304353713989
lit luxor 160cm velours argent,Chambre Literie,Tete de lit,['argenté'],['160cm'],"[ 0.01910554 -0.01845878 -0.00321064 ... -0.00428326  0.02830657
  0.01814913]",0.36914688,0.3551265,False,False,Chambre Literie,0.3691468834877014,Tete de lit,0.48423975706100464
lot 2 fauteuils chaises reception conference task noir,Bureau Rangement,Chaise de bureau,['noir'],,"[ 0.01768093 -0.00866636  0.04644724 ...  0.01152267 -0.00057289
 -0.07381289]",0.2503484,0.53315115,False,False,Bureau Rangement,0.4000356197357178,Chaise de bureau,0.5621140599250793
lot 2 rideaux occultant thermique rose poudre 140 x 260 cm,Cuisine Salle de bain,Rideau de douche,['rose'],"['140 x 260 cm', '260 cm']","[-0.00650622  0.00128592  0.02774227 ... -0.02574835  0.02948845
 -0.01909679]",0.08409897,0.4729116,False,False,Cuisine Salle de bain,0.2465110570192337,Rideau de douche,0.5299375057220459
applique liseuse led,Décoration Textile,Applique,,,"[ 0.01916837 -0.00682182  0.01293739 ...  0.02905934 -0.04059505
  0.06372687]",0.17778614,0.35310277,False,False,Décoration Textile,0.22280985116958618,Applique,0.7319398522377014
bb berceau bebe lit bebe 120 x 60 cm set lit 9 pieces girafe bleu,Enfant Bébé,Lit bébé,['bleu'],"['120 x 60 cm', '60 cm']","[-0.00027085  0.04671285  0.01090339 ... -0.01671791 -0.00260493
 -0.01102867]",0.4580294,0.6657575,False,False,Enfant Bébé,0.4580293893814087,Lit bébé,0.6657574772834778
chaise scandinave transparente,Canapé Salon Séjour,Chaise,,,"[ 0.0482928  -0.00604378 -0.00509211 ... -0.00403659  0.04610455
 -0.00679119]",0.26749134,0.5830625,False,False,Canapé Salon Séjour,0.26749134063720703,Chaise,0.5830625295639038
paris prix bureau angle reversible oxela 135cm ch,Bureau Rangement,Bureau,,['135cm'],"[ 0.06577305  0.01496155  0.0237442  ...  0.03734555  0.01949384
 -0.00723308]",0.38068175,0.404285,False,False,Bureau Rangement,0.38068175315856934,Bureau,0.43559443950653076
lave vaisselle 60cm 13c 44db a tout integrable eeq47210l,Gros Electroménager,Lave vaisselle,,['60cm'],"[-0.00972603  0.05473331  0.04908844 ... -0.00780599  0.01380091
 -0.00190357]",0.3739763,0.6046927,False,False,Gros Electroménager,0.3961898386478424,Lave vaisselle,0.6046926975250244
plateau tournant,Décoration Textile,Plateau,,,"[ 0.03718167  0.00522171 -0.05190355 ... -0.01524398  0.02356908
 -0.03430599]",0.17781672,0.43409386,False,False,Décoration Textile,0.2883703112602234,Plateau,0.4631716012954712
coffre resine gardiun basic i 190 litres,Jardin Loisirs Sport,Armoire de jardin,,,"[-0.01354747  0.01478801  0.05432433 ... -0.02339032  0.01687961
  0.02740234]",0.1548289,0.28741512,False,False,Jardin Loisirs Sport,0.31678640842437744,Armoire de jardin,0.4667677879333496
vitiana pack lit 90x200cm bois massif blanc sommier,Enfant Bébé,Lit jeune,['blanc'],['90x200cm'],"[ 0.00961898  0.02361195 -0.01520189 ... -0.01390604  0.0007619
 -0.02420594]",0.07906334,0.3801228,False,False,Enfant Bébé,0.38528695702552795,Lit jeune,0.5934612154960632
matelas clic clac 100 latex monobloc 3z 130x190,Chambre Literie,Matelas,,['130x190'],"[ 0.00628646  0.04552857 -0.00847139 ...  0.00148889 -0.03488247
  0.00200761]",0.35138267,0.47218543,False,False,Chambre Literie,0.35240787267684937,Matelas,0.5118011832237244
tapis design moderne 120x180 cm rectangulaire oeuvro marron chambre adapte chauffage sol,Décoration Textile,Tapis de Salon et Ch,['marron'],['120x180 cm'],"[ 0.03842729  0.01276272  0.00627396 ... -0.01449871  0.02691939
  0.00086246]",0.33061087,0.55861175,False,False,Décoration Textile,0.4083350896835327,Tapis de Salon et Ch,0.5586117506027222
table basse arriel,Canapé Salon Séjour,Table basse,,,"[-0.01307877  0.01498947 -0.02040093 ...  0.0128959   0.06404312
 -0.01180565]",0.20265701,0.7239492,False,False,Canapé Salon Séjour,0.29488563537597656,Table basse,0.7239491939544678
paris prix table console extensible wiota 50 270cm noir,Canapé Salon Séjour,Console,['noir'],['270cm'],"[ 0.03276991  0.04325975 -0.01028947 ...  0.01052563  0.0087832
  0.01067428]",0.35219967,0.48373014,False,False,Canapé Salon Séjour,0.3521996736526489,Console,0.48373013734817505
pc dell 7020 ecran 27 gaming gtx 1050ti i7 4790 ram 16go 240go ssd 2to hdd w10,TV Son Multimédia,Pc bureau,,,"[ 0.01410396  0.03519205  0.03346041 ... -0.00606897  0.01762254
  0.00282152]",0.14114903,0.37811995,False,False,TV Son Multimédia,0.14114902913570404,Pc bureau,0.4216260313987732
ecran projection celexon manuel economy 160 x 160 cm,TV Son Multimédia,Ecran de projection,,"['160 x 160 cm', '160 cm']","[ 0.0160503   0.03793353  0.00378494 ... -0.01225433  0.0046251
  0.0087936 ]",0.19551271,0.56875086,False,False,TV Son Multimédia,0.2990107238292694,Ecran de projection,0.5687508583068848
